episode,character,line
S06E11,JERRY,He's fantastic.
S06E11,LANDIS,Would you mind if I tried this out?
S06E11,ELAINE,"Uh, no ... take it."
S06E11,LANDIS,How will you get it back?
S06E11,ELAINE,"Um, I could come by your office and pick it up tomorrow."
S06E11,LANDIS,That's so generous of you.
S06E11,ELAINE,Thanks
S06E11,JERRY,You loaned her Pitt's racquet?
S06E11,ELAINE,What could I do? She said there might be something for me at Doubleday. Oh wouldn't that be great I wouldn't have to work for Mr. Pitt anymore.
S06E11,SANDY,I gotta get going.
S06E11,JERRY,"Oh, OK. Next time lets play ping pong. It's easier to jump over the net."
S06E11,SANDY,(nods silently)
S06E11,ELAINE,Bye
S06E11,JERRY,Bye bye
S06E11,ELAINE,Have you noticed she never laughs
S06E11,JERRY,"Hm, really?"
S06E11,ELAINE,Yeah
S06E11,GEORGE,Check that out (showing newspaper)
S06E11,KRAMER,"Whoa, you're dating this woman?"
S06E11,GEORGE,That's right.
S06E11,KRAMER,"George, you're becoming one of the gliterratti"
S06E11,GEORGE,What's that.
S06E11,KRAMER,"Ya' know, people who glitter. She's a slim gal."
S06E11,GEORGE,And the amazing thing is she eats like there's no tomorra'. I mean I've never seen an appetite like this. Desserts. Everything. I don't know how she does it.
S06E11,KRAMER,Maybe she's bulimic
S06E11,GEORGE,Wa?
S06E11,KRAMER,"Bulimic,"
S06E11,GEORGE,"Kramer, she's a model."
S06E11,KRAMER,Exactly
S06E11,GEORGE,I have noticed she does tend to go to the bathroom right after we finish eating.
S06E11,KRAMER,There you go monkey boy.
S06E11,NINA,"Mmm, Mmmm oh, so good, mmm, mmm. Aren't you hungry?"
S06E11,GEORGE,Just enjoying watching you.
S06E11,SANDY,So did you like the movie?
S06E11,JERRY,"Yeah, it was OK. Frankenstein didn't seem quite right to me. I missed the sport jacket."
S06E11,SANDY,(nods silently)
S06E11,JERRY,Not that it was that nice of a jacket. I mean it didn't fit him that well. To me there's just something about a monster in a blazer. It shows at least he's making an effort.
S06E11,SANDY,(nods silently) That's funny.
S06E11,JERRY,I'm glad you enjoyed it.
S06E11,NINA,"Oh, I'm so full."
S06E11,GEORGE,"Yes, full. I love to be full ... love to sit back, loosen the old belt and digest away for hours. Let those enzymes do their work."
S06E11,NINA,Will you excuse me.
S06E11,GEORGE,Where you going?
S06E11,NINA,I just need to freshen up.
S06E11,GEORGE,You're fresh (grabs her arm) You're very fresh. You seem very fresh to me. You're very vital. I couldn't take you any fresher.
S06E11,NINA,"George I need to freshen., George, George, George ..."
S06E11,JERRY,It was unbelievable. You're right the jokes kept bouncing off her like superman.
S06E11,ELAINE,"See, what did I tell ya?"
S06E11,JERRY,"And even when she did like something, she doesn't laugh. She says, ""That's funny."" ... That's funny!"
S06E11,ELAINE,"Oo, I better call that woman at Doubleday and see when I can pick up Mr. Pitt's racquet."
S06E11,JERRY,I mean how can I be with someone that doesn't laugh. It's like ... well it's like something!
S06E11,ELAINE,"(on phone)Hello, yeah, hi. Uh, is Miss. Landis there please. Wa? Oh, Gosh, ah ok, she'll be in later? OK, thank you. Uh. (to Jerry) This guy said she hurt her arm playing tennis. ... Pretty bad."
S06E11,GEORGE,"Well, I heard a noise."
S06E11,JERRY,What noise?
S06E11,GEORGE,"You know, .. blah ..."
S06E11,JERRY,What blah?
S06E11,GEORGE,From the bathroom.
S06E11,JERRY,"Oh, you think she was refunding?"
S06E11,GEORGE,Every time we go out to eat the minute we we're done eating she's runnin to the bathroom.
S06E11,ELAINE,So you're concerned.
S06E11,GEORGE,"Elaine, of course I'm concerned. I'm payin' for those meals. It's like throwing money down the toilet."
S06E11,JERRY,In a manner of speaking.
S06E11,GEORGE,Let me digest it. Let me get my money's worth. Y'know what would be good is if there was someone else in the bathroom that could tell me.
S06E11,KRAMER,Here's your scrubber back.
S06E11,JERRY,Thanks.
S06E11,GEORGE,"Hey, maybe I could bribe one of those women that hand out the towels in the powder room."
S06E11,JERRY,A matron?
S06E11,GEORGE,Yeah
S06E11,JERRY,"uh, well I can't help you there (weakly)."
S06E11,GEORGE,Wha?
S06E11,KRAMER,Nothin'
S06E11,GEORGE,You know a matron?
S06E11,KRAMER,Me?
S06E11,GEORGE,You
S06E11,KRAMER,No.
S06E11,GEORGE,"Kramer,"
S06E11,KRAMER,"Well, now look, just leave me alone."
S06E11,GEORGE,"Well, what is it?"
S06E11,KRAMER,"No, don't, don't make me"
S06E11,GEORGE,Wha?
S06E11,KRAMER,"No, I can't, all right I can't ..."
S06E11,GEORGE,Who?
S06E11,KRAMER,... My mother's a matron!
S06E11,ELAINE,Babs?
S06E11,KRAMER,"Yeah, there, all right I said it there.. Ya' satisfied? Anything else you want to know?"
S06E11,GEORGE,"Kramer, Kramer, I need to know if Nina is refunding."
S06E11,KRAMER,"Look, George, I can't help ya, all right."
S06E11,GEORGE,Why not? Why not?
S06E11,KRAMER,let me go. let me go. Because I haven't talked to my mother in five years. We just don't see eye to eye. I don't even want to get into my childhood. I'm still carrying a lot of pain. A LOT of pain.
S06E11,GEORGE,"Come on, Kramer."
S06E11,KRAMER,I can't I can't
S06E11,JERRY,Kramer you're going to have to face her some time
S06E11,KRAMER,(mumbles) b'd b'd
S06E11,ELAINE,"Hello (sees Landis) Oh, my goodness. What happened?"
S06E11,LANDIS,I tore my umeral epicondilitist
S06E11,ELAINE,Oh
S06E11,LANDIS,My doctor said it might never fully heal. I may never play again.
S06E11,ELAINE,"Oh, you'll be playing ..."
S06E11,LANDIS,If I can't play tennis I don't know what I'll do.
S06E11,ELAINE,"There are plenty of things you can do, there's chess and uh uh mah jong,"
S06E11,LANDIS,You don't know how lucky you are to be healthy ...
S06E11,ELAINE,... and biking and ..
S06E11,LANDIS,What am I going to do?
S06E11,ELAINE,... hiking ...
S06E11,LANDIS,(wimpers)
S06E11,ELAINE,(sees racquet) Could I ...
S06E11,LANDIS,If I can't play tennis I have no reason to live .. (cries)
S06E11,ELAINE,"(sees racquet), You know it's not important I'm gonna, ok, well, you know. Take care of that condolitis"
S06E11,KRAMER,Ma?
S06E11,BABS,Cosmo!
S06E11,GEORGE,Cosmo?
S06E11,JERRY,Why didn't you just ask her for it?
S06E11,ELAINE,I told you I couldn't. The woman was crying about how she might never play tennis again
S06E11,JERRY,Yeah
S06E11,GEORGE,Hey di ho
S06E11,JERRY,C'mon up.
S06E11,JERRY,So when do you have to get the racquet back to Mr. Pitt?
S06E11,ELAINE,"augh, he's got a big match tomorrow with Ethyl Kennedy"
S06E11,JERRY,He needs a three hundred-dollar Bruline to beat Ethyl Kennedy?
S06E11,ELAINE,He'll only play with his racquet
S06E11,JERRY,"Well, why don't you wait 'til she's not there on her lunch hour and just take it?"
S06E11,ELAINE,That's stealing?
S06E11,JERRY,Stealing? You loaned her the racquet!
S06E11,ELAINE,I know.
S06E11,GEORGE,Hey oh.
S06E11,ELAINE,JERRY Hey
S06E11,JERRY,So what happened with Kramer's mother?
S06E11,GEORGE,It's all worked out. Nina and I will have dinner Thursday at the restaurant where Babs works.
S06E11,JERRY,What's she like?
S06E11,GEORGE,"Oh, she's a Kramer. And uh, while I was there I uh happened to pick up another juicy little nugget about our friend."
S06E11,ELAINE,"Ah, I'm ready what?"
S06E11,JERRY,What is it?
S06E11,GEORGE,I uh got the first name.
S06E11,ELAINE,You found out Kramer's first name?
S06E11,GEORGE,That's right. You ready?
S06E11,JERRY,We've been trying to get it out of him for ten years. What is it?
S06E11,GEORGE,Cosmo
S06E11,ELAINE,JERRY Cosmo?
S06E11,GEORGE,Cosmo
S06E11,ELAINE,JERRY Cosmo
S06E11,ELAINE,"Cosmo, Cosmo?"
S06E11,KRAMER,What's so funny? ... wha?
S06E11,ELAINE,COSMO?
S06E11,KRAMER,"All right, OK So you the name now. The cat is .a a a .. out of the bag."
S06E11,ELAINE,It's not such a bad name.
S06E11,KRAMER,Well you know all my life I've been running away from that name. That's why I wouldn't tell anybody. But I've been thinking about it. All this time I'm trying not to be me. I'm afraid to face who I was. But I'm Cosmo Jerry. I'm Cosmo Kramer. And that's who I'm going to be. From now on that's who I'm going to be. I'm Cosmo!
S06E11,LAURA,Yes?
S06E11,JERRY,"Hi, is Sandy here?"
S06E11,LAURA,"Hi, you must be Jerry. Sandy's in the shower. Do you want to come in?"
S06E11,JERRY,I would except I forgot to bring a towel.
S06E11,LAURA,(laughs nicely)
S06E11,JERRY,So the roommate laughed at everything I said.
S06E11,GEORGE,Wow.
S06E11,JERRY,"It was a great sounding laugh too, kind of lilting and feminine--none of those big coarse ""ha's."" You know those?"
S06E11,GEORGE,"Oh yeah HA-A-A, HA-A-A."
S06E11,JERRY,Yeah.
S06E11,GEORGE,"Hate the big coarse ""ha."" Hate those."
S06E11,JERRY,And the worst part of course is that she also possessed many of the other qualities prized by the Superficial Man.
S06E11,GEORGE,I see.
S06E11,JERRY,"So as you can see, I've got a bit of a problem here."
S06E11,GEORGE,"Well, if I hear you correctly--and I think that I do--my advice to you is to finish your meal, pay your check, leave here, and never mention this to anyone again."
S06E11,JERRY,"Can't be done, huh?"
S06E11,GEORGE,The Switch?
S06E11,JERRY,"""The Switch."""
S06E11,GEORGE,Can't be done.
S06E11,JERRY,I wonder.
S06E11,GEORGE,Do you realize in the entire history of western civilization no one has successfully accomplished the Roommate Switch? In the Middle Ages you could get locked up for even suggesting it!
S06E11,JERRY,They didn't have roommates in the Middle Ages.
S06E11,GEORGE,"Well, I'm sure at some point between the years 800 and 1200--somewhere--there were two women living together."
S06E11,JERRY,"The point is I intend to undertake this. And I'll do it with or without you. So if you're scared, if you haven't got the stomach for this, let's get it out right now! And I'll go on my own. If not, you can get on board and we can get to work! Now what's it going to be?"
S06E11,GEORGE,"All right, dammit, I'm in."
S06E11,JERRY,I couldn't do it without you.
S06E11,GEORGE,All right. Let's get to work.
S06E11,GEORGE,All right. That's enough for today. You're tired. Get some sleep. I'll see you first thing in the morning.
S06E11,JERRY,"Aw, we can't do it, who are we kidding? It's impossible! It's true! You can't do the Switch! Nobody can do the Switch! It was a stupid idea to begin with! Let's face it. I'm stuck with the non-laugher and that's that!"
S06E11,GEORGE,We'll come up with something.
S06E11,JERRY,"Yeah, sure we will."
S06E11,GEORGE,"All right. See you tomorrow. (George sighs, exits.)"
S06E11,GEORGE,I-I-I-I-I got it!!!!!
S06E11,GEORGE,"All right. Let's go over it again, one more time."
S06E11,JERRY,All right. So I tell Sandy that I want to have a mnage  trois with her and her roommate.
S06E11,GEORGE,That's right.
S06E11,JERRY,"And you believe this course of action will have a two-pronged effect. Firstly, the very mention of the idea will cause Sandy to recoil in disgust, whereupon she will insist that I remove myself from the premises."
S06E11,GEORGE,Keep going.
S06E11,JERRY,"At this point, it is inevitable that she will seek out the roommate to apprise her of this abhorrent turn of events."
S06E11,GEORGE,Continue.
S06E11,JERRY,The roommate will then offer her friend the requisite sympathy even as part of her cannot help but feel somewhat flattered by her inclusion in the unusual request.
S06E11,GEORGE,"A few days go by and a call is placed at a time when Sandy is known to be busy at work. Once the initial awkwardness is relieved with a little playful humor, which she [Laura] of course cannot resist, an invitation to a friendly dinner is proffered."
S06E11,JERRY,"Huh. Well, it all sounds pretty good. There's only one flaw in it They're roommates. She'd have to go out with me behind Sandy's back. She's not gonna do that."
S06E11,GEORGE,"You disappoint me, my friend. Sandy wants nothing to do with you. She tells Laura, ""If you want to waste your time with that pervert, that's your problem."""
S06E11,JERRY,It's a perfect plan. So inspired. So devious. Yet so simple.
S06E11,GEORGE,"(George, finger in the peanut butter jar) This is what I do."
S06E11,KEITH,Can I help you?
S06E11,ELAINE,"Uh, no, I'm OK."
S06E11,KEITH,Well then what are you doing with that racquet?
S06E11,ELAINE,"Um, it's mine. Miss. Landis borrowed it."
S06E11,KEITH,"Well, I'm sorry you can't take that, no no no.."
S06E11,ELAINE,"No no no, I can. I can. It's mine. It's my racquet."
S06E11,KEITH,Look sweetheart I don't know who you are. I don't know what you're doing here. But...
S06E11,ELAINE,All right. I'm going I'm going
S06E11,KEITH,Not with ...
S06E11,ELAINE,Give it give it ..
S06E11,KEITH,Leave ...
S06E11,ELAINE,All right all right forget it. You don't have to mention any of this to Miss. Landis do you?
S06E11,KEITH,I don't have to but I will.
S06E11,CLOTWORTHY,Morning Cosmo
S06E11,KRAMER,Hi Mr. Clotworthy
S06E11,CLOTWORTHY,How are you today?
S06E11,KRAMER,Ah couldn't be better. Hi Lorraine.
S06E11,LANDIS,Hi Cosmo
S06E11,KRAMER,My mom Babs.
S06E11,LANDIS,Hi Mrs. Kramer
S06E11,BABS,Lorraine
S06E11,KRAMER,"Yes, It's a fine day"
S06E11,VOICE,(Larry David's voice) What do you say Cosmo?
S06E11,KRAMER,"Hey, everything my man."
S06E11,SANDY,What
S06E11,JERRY,"You know, I don't know the exact pronunciation but I believe its Manage A Trois."
S06E11,SANDY,"Oooo, that is a wild idea"
S06E11,JERRY,Uh?
S06E11,KRAMER,"You ma, know I've been thinking. I want you to quit that matron job."
S06E11,BABS,"Yes, well isn't that just easy for you to say. What the hell do you think I'm going to do with myself?"
S06E11,KRAMER,Well maybe we could go into business together. If you're clean?
S06E11,BABS,I've been clean for two years. Anyway what would we do together?
S06E11,KRAMER,I've got plenty of ideas.
S06E11,BABS,I've always believed in you Cosmo. You know that. So I want you to call that place today and tell then tha you're through.
S06E11,BABS,All right. I'll do it.
S06E11,NINA,Mmmm mm so good.
S06E11,GEORGE,... so glad.
S06E11,NINA,Will you excuse me I've got to freshen up.
S06E11,GEORGE,And why shouldn't you? Be fresh Stay fresh
S06E11,WOMAN,I'll be back. I'm not feeling very well.
S06E11,WAITRESS,Care to see our dessert menu?
S06E11,GEORGE,"Uh, yeah. Do you know Babs?"
S06E11,WAITRESS,"Oh, yeah I was sorry to hear she left."
S06E11,GEORGE,Babs left?
S06E11,WAITRESS,She quit today.
S06E11,GEORGE,Ah Ha.
S06E11,NINA,What are you doing here George?
S06E11,GEORGE,I was just wondering what it was you wanted for dessert.
S06E11,GEORGE,How 'ya feelin'?
S06E11,BABS,Hi Newman
S06E11,NEWMAN,Hi Babs
S06E11,BABS,What are you doin'
S06E11,NEWMAN,Minding my own business.
S06E11,BABS,You'll never get into trouble that way.
S06E11,NEWMAN,What makes you think I'm lookin' for trouble?
